country,date,page,crafts_info,summary
Sweden,Unknown,29,https://www.gu.se/studera/hitta-utbildning/masterprogram-i-kulturvard-n2kuv,https://www.gu.se/studera/hitta-utbildning/masterprogram-i-kulturvard-n2kuv
